,Zone_Name,Crop_Year,Crop,Area,Production
171527,Soro ,2003,Onion,249.0,748.0
171528,Soro ,2003,Orange,1.0,0.0
171556,Soro ,2004,Wheat,22327.0,37852.0
171561,Soro ,2004,Onion,189.0,604.0
171583,Soro ,2005,Wheat,22327.0,32653.0
171588,Soro ,2005,Onion,290.0,839.0
171610,Soro ,2006,Wheat,43350.0,77784.0
171615,Soro ,2006,Onion,204.0,563.0
171639,Soro ,2007,Wheat,31525.0,54016.0
171644,Soro ,2007,Onion,253.0,698.0
171669,Soro ,2008,Wheat,23600.0,37105.0
171673,Soro ,2008,Onion,176.0,510.0
171697,Soro ,2009,Wheat,30967.0,61604.0
171702,Soro ,2009,Onion,264.0,317.0
171725,Soro ,2010,Wheat,44957.0,80464.0
171730,Soro ,2010,Onion,183.0,501.0
171740,Soro ,1997,Onion,100.0,300.0
171741,Soro ,1997,Rice,300.0,400.0
171749,Soro ,1997,Wheat,54500.0,120100.0
171760,Soro ,1998,Rice,278.0,340.0
171774,Soro ,1998,Wheat,55650.0,106599.0
171778,Soro ,1998,Onion,125.0,372.0
171791,Soro ,1999,Rice,241.0,304.0
171803,Soro ,1999,Wheat,74907.0,221779.0
171807,Soro ,1999,Onion,270.0,1086.0
171822,Soro ,2000,Rice,230.0,215.0
171834,Soro ,2000,Wheat,45144.0,86361.0
171838,Soro ,2000,Onion,200.0,1956.0
171853,Soro ,2001,Rice,223.0,278.0
171865,Soro ,2001,Wheat,48161.0,121599.0
171869,Soro ,2001,Onion,248.0,821.0
171883,Soro ,2002,Rice,357.0,290.0
171895,Soro ,2002,Wheat,21558.0,48080.0
171901,Soro ,2002,Onion,243.0,490.0
171902,Soro ,2002,Orange,6.0,0.0
171921,Soro ,2003,Rice,457.0,755.0
171933,Soro ,2003,Wheat,34651.0,96196.0
171939,Soro ,2003,Onion,165.0,766.0
171940,Soro ,2003,Orange,19.0,0.0
171960,Soro ,2004,Rice,446.0,662.0
171972,Soro ,2004,Wheat,49431.0,161194.0
171976,Soro ,2004,Onion,167.0,762.0
171991,Soro ,2005,Rice,719.0,1055.0
172003,Soro ,2005,Wheat,37166.0,102947.0
172007,Soro ,2005,Onion,159.0,763.0
172021,Soro ,2006,Rice,720.0,1135.0
172032,Soro ,2006,Wheat,72456.0,235175.0
172036,Soro ,2006,Onion,170.0,1187.0
172049,Soro ,2007,Rice,1176.0,2389.0
172061,Soro ,2007,Wheat,57376.0,164458.0
172065,Soro ,2007,Onion,258.0,1563.0
172077,Soro ,2008,Rice,1679.0,3034.0
172089,Soro ,2008,Wheat,58810.0,163674.0
172094,Soro ,2008,Onion,116.0,467.0
172106,Soro ,2009,Rice,2397.0,3631.0
172117,Soro ,2009,Wheat,67915.0,226609.0
172121,Soro ,2009,Onion,401.0,1830.0
172134,Soro ,2010,Rice,2294.0,5858.0
172145,Soro ,2010,Wheat,70511.0,222286.0
172149,Soro ,2010,Onion,806.0,6643.0
172158,Soro ,1997,Onion,1500.0,29000.0
172162,Soro ,1997,Wheat,53400.0,157900.0
172180,Soro ,1998,Wheat,60302.0,179320.0
172184,Soro ,1998,Onion,1424.0,28426.0
172204,Soro ,1999,Wheat,65946.0,141818.0
172209,Soro ,1999,Onion,1593.0,31860.0
172228,Soro ,2000,Wheat,65926.0,165008.0
172233,Soro ,2000,Onion,1396.0,27362.0
172249,Soro ,2001,Wheat,55425.0,138029.0
172254,Soro ,2001,Onion,1389.0,27294.0
172272,Soro ,2002,Wheat,61244.0,209336.0
172279,Soro ,2002,Onion,1158.0,22944.0
172302,Soro ,2003,Wheat,63456.0,175314.0
172309,Soro ,2003,Onion,1440.0,26838.0
172334,Soro ,2004,Wheat,59680.0,158612.0
172339,Soro ,2004,Onion,1692.0,2900.0
172359,Soro ,2005,Wheat,69708.0,211993.0
172364,Soro ,2005,Onion,1968.0,31170.0
172384,Soro ,2006,Wheat,68350.0,241932.0
172389,Soro ,2006,Onion,1653.0,27876.0
172409,Soro ,2007,Wheat,75906.0,211838.0
172414,Soro ,2007,Onion,1955.0,39100.0
172434,Soro ,2008,Wheat,71814.0,253157.0
172439,Soro ,2008,Onion,1710.0,28312.0
172459,Soro ,2009,Wheat,79516.0,257934.0
172464,Soro ,2009,Onion,2636.0,29840.0
172485,Soro ,2010,Wheat,79590.0,259955.0
172490,Soro ,2010,Onion,3433.0,68660.0
172499,Soro ,1997,Onion,2800.0,14000.0
172504,Soro ,1997,Wheat,34900.0,59000.0
172523,Soro ,1998,Wheat,36017.0,77690.0
172527,Soro ,1998,Onion,3383.0,16017.0
172540,Soro ,1999,Rice,5.0,6.0
172548,Soro ,1999,Wheat,44500.0,55060.0
172554,Soro ,1999,Onion,4779.0,35936.0
172571,Soro ,2000,Wheat,46851.0,101724.0
172576,Soro ,2000,Onion,5134.0,38611.0
172592,Soro ,2001,Wheat,38463.0,104487.0
172597,Soro ,2001,Onion,5417.0,51189.0
172613,Soro ,2002,Wheat,40643.0,80102.0
172620,Soro ,2002,Onion,6239.0,58370.0
172642,Soro ,2003,Wheat,36836.0,93104.0
172650,Soro ,2003,Onion,7403.0,85603.0
172672,Soro ,2004,Wheat,34403.0,76125.0
172677,Soro ,2004,Onion,9812.0,112664.0
172694,Soro ,2005,Wheat,35843.0,75319.0
172699,Soro ,2005,Onion,14188.0,167027.0
172717,Soro ,2006,Wheat,37751.0,76355.0
172722,Soro ,2006,Onion,12864.0,163336.0
172739,Soro ,2007,Wheat,41824.0,86363.0
172744,Soro ,2007,Onion,12331.0,147972.0
172762,Soro ,2008,Wheat,41501.0,81665.0
172767,Soro ,2008,Onion,12474.0,105352.0
172785,Soro ,2009,Wheat,53143.0,132805.0
172790,Soro ,2009,Onion,15698.0,133234.0
172809,Soro ,2010,Wheat,59285.0,149046.0
172814,Soro ,2010,Onion,17236.0,163143.0
172821,Soro ,1997,Wheat,52500.0,143300.0
172831,Soro ,1998,Rice,2718.0,2241.0
172844,Soro ,1998,Wheat,68424.0,204035.0
172848,Soro ,1998,Onion,36.0,130.0
172863,Soro ,1999,Rice,2598.0,2949.0
172873,Soro ,1999,Wheat,64145.0,216835.0
172878,Soro ,1999,Onion,34.0,101.0
172895,Soro ,2000,Rice,1844.0,194.0
172905,Soro ,2000,Wheat,61886.0,118884.0
172910,Soro ,2000,Onion,39.0,108.0
172926,Soro ,2001,Rice,2436.0,566.0
172936,Soro ,2001,Wheat,55324.0,174640.0
172941,Soro ,2001,Onion,34.0,142.0
172957,Soro ,2002,Rice,861.0,150.0
172966,Soro ,2002,Wheat,52941.0,131287.0
172971,Soro ,2002,Onion,29.0,188.0
172988,Soro ,2003,Rice,2058.0,2405.0
172998,Soro ,2003,Wheat,63492.0,231030.0
173003,Soro ,2003,Onion,43.0,262.0
173023,Soro ,2004,Rice,1987.0,3139.0
173033,Soro ,2004,Wheat,50984.0,167098.0
173039,Soro ,2004,Onion,17.0,47.0
173055,Soro ,2005,Rice,2295.0,2810.0
173063,Soro ,2005,Wheat,51891.0,170279.0
173068,Soro ,2005,Onion,23.0,63.0
173083,Soro ,2006,Rice,1840.0,4327.0
173090,Soro ,2006,Wheat,53423.0,163549.0
173095,Soro ,2006,Onion,48.0,86.0
173110,Soro ,2007,Rice,1892.0,1816.0
173121,Soro ,2007,Wheat,56952.0,192121.0
173127,Soro ,2007,Onion,2.0,8.0
173141,Soro ,2008,Rice,2445.0,4692.0
173150,Soro ,2008,Wheat,62737.0,228085.0
173169,Soro ,2009,Rice,1046.0,1078.0
173179,Soro ,2009,Wheat,73134.0,285650.0
173196,Soro ,2010,Rice,1832.0,2241.0
173205,Soro ,2010,Wheat,86163.0,365854.0
173210,Soro ,2010,Onion,5.0,13.0
173220,Soro ,1997,Rice,3100.0,4700.0
173228,Soro ,1997,Wheat,94500.0,257800.0
173238,Soro ,1998,Rice,4033.0,5957.0
173251,Soro ,1998,Wheat,123034.0,312529.0
173255,Soro ,1998,Onion,49.0,358.0
173266,Soro ,1999,Rice,8799.0,13634.0
173277,Soro ,1999,Wheat,103111.0,318989.0
173282,Soro ,1999,Onion,91.0,363.0
173298,Soro ,2000,Rice,7508.0,8347.0
173310,Soro ,2000,Wheat,96156.0,241324.0
173315,Soro ,2000,Onion,37.0,219.0
173329,Soro ,2001,Rice,6318.0,11557.0
173340,Soro ,2001,Wheat,79144.0,227185.0
173345,Soro ,2001,Onion,65.0,510.0
173359,Soro ,2002,Rice,5261.0,5741.0
173370,Soro ,2002,Wheat,50311.0,141770.0
173374,Soro ,2002,Onion,39.0,749.0
173391,Soro ,2003,Rice,5931.0,9997.0
173402,Soro ,2003,Wheat,66760.0,191358.0
173407,Soro ,2003,Onion,46.0,550.0
173422,Soro ,2004,Rice,5018.0,10791.0
173432,Soro ,2004,Wheat,64902.0,220058.0
173436,Soro ,2004,Onion,36.0,472.0
173447,Soro ,2005,Rice,6642.0,15606.0
173457,Soro ,2005,Wheat,64753.0,209469.0
173461,Soro ,2005,Onion,20.0,176.0
173473,Soro ,2006,Rice,6505.0,17751.0
173483,Soro ,2006,Wheat,81551.0,296388.0
173488,Soro ,2006,Onion,54.0,700.0
173501,Soro ,2007,Rice,8402.0,20645.0
173512,Soro ,2007,Wheat,110050.0,398747.0
173517,Soro ,2007,Onion,64.0,496.0
173531,Soro ,2008,Rice,12011.0,36786.0
173542,Soro ,2008,Wheat,86611.0,320290.0
173546,Soro ,2008,Onion,24.0,380.0
173558,Soro ,2009,Rice,17348.0,37733.0
173569,Soro ,2009,Wheat,91999.0,325222.0
173573,Soro ,2009,Onion,64.0,700.0
173585,Soro ,2010,Rice,13974.0,38259.0
173596,Soro ,2010,Wheat,115280.0,411409.0
173600,Soro ,2010,Onion,38.0,348.0
173610,Soro ,1997,Onion,1800.0,7300.0
173615,Soro ,1997,Wheat,82400.0,100500.0
173635,Soro ,1998,Wheat,74731.0,88584.0
173639,Soro ,1998,Onion,2209.0,7979.0
173657,Soro ,1999,Wheat,88991.0,55037.0
173663,Soro ,1999,Onion,2894.0,9255.0
173684,Soro ,2000,Wheat,91912.0,184326.0
173689,Soro ,2000,Onion,3284.0,8239.0
173711,Soro ,2001,Wheat,69514.0,179307.0
173716,Soro ,2001,Onion,4175.0,11631.0
173737,Soro ,2002,Wheat,85412.0,189465.0
173744,Soro ,2002,Onion,4074.0,12706.0
173770,Soro ,2003,Wheat,74768.0,201871.0
173778,Soro ,2003,Onion,5831.0,19127.0
173803,Soro ,2004,Wheat,69640.0,141396.0
173808,Soro ,2004,Onion,8714.0,56008.0
173828,Soro ,2005,Wheat,71316.0,163469.0
173833,Soro ,2005,Onion,8627.0,92106.0
173854,Soro ,2006,Wheat,76384.0,165160.0
173859,Soro ,2006,Onion,8151.0,78327.0
173878,Soro ,2007,Wheat,79567.0,161304.0
173883,Soro ,2007,Onion,8074.0,79751.0
173902,Soro ,2008,Wheat,67100.0,173274.0
173907,Soro ,2008,Onion,7509.0,54395.0
173927,Soro ,2009,Wheat,77165.0,194171.0
173932,Soro ,2009,Onion,7421.0,54157.0
173952,Soro ,2010,Wheat,77362.0,194987.0
173957,Soro ,2010,Onion,7937.0,60916.0
173967,Soro ,1997,Onion,100.0,200.0
173972,Soro ,1997,Wheat,109600.0,185500.0
173983,Soro ,1998,Rice,7.0,9.0
173995,Soro ,1998,Wheat,85111.0,125221.0
173999,Soro ,1998,Onion,254.0,732.0
174013,Soro ,1999,Rice,17.0,22.0
174025,Soro ,1999,Wheat,72496.0,98455.0
174031,Soro ,1999,Onion,269.0,724.0
174055,Soro ,2000,Wheat,51527.0,74074.0
174061,Soro ,2000,Onion,181.0,465.0
174087,Soro ,2001,Wheat,68178.0,113534.0
174093,Soro ,2001,Onion,363.0,726.0
174116,Soro ,2002,Wheat,29431.0,61032.0
174124,Soro ,2002,Onion,69.0,70.0
174153,Soro ,2003,Wheat,38801.0,79685.0
174162,Soro ,2003,Onion,177.0,226.0
174190,Soro ,2004,Wheat,25553.0,43649.0
174195,Soro ,2004,Onion,120.0,90.0
174217,Soro ,2005,Wheat,28652.0,37038.0
174222,Soro ,2005,Onion,184.0,165.0
174246,Soro ,2006,Wheat,77550.0,149111.0
174251,Soro ,2006,Onion,142.0,254.0
174274,Soro ,2007,Wheat,69452.0,131968.0
174279,Soro ,2007,Onion,160.0,286.0
174302,Soro ,2008,Wheat,30185.0,51077.0
174307,Soro ,2008,Onion,126.0,151.0
174327,Soro ,2009,Wheat,24350.0,48213.0
174332,Soro ,2009,Onion,75.0,259.0
174354,Soro ,2010,Wheat,80115.0,145154.0
174359,Soro ,2010,Onion,175.0,412.0
174373,Soro ,2008,Rice,1530.0,2765.0
174385,Soro ,2008,Wheat,44610.0,116629.0
174390,Soro ,2008,Onion,139.0,2976.0
174402,Soro ,2009,Rice,1530.0,2318.0
174414,Soro ,2009,Wheat,47698.0,158095.0
174419,Soro ,2009,Onion,226.0,3321.0
174432,Soro ,2010,Rice,1324.0,2681.0
174444,Soro ,2010,Wheat,49319.0,123163.0
174449,Soro ,2010,Onion,371.0,5110.0
174457,Soro ,1997,Rice,400.0,500.0
174463,Soro ,1997,Wheat,32600.0,75000.0
174474,Soro ,1998,Rice,234.0,286.0
174486,Soro ,1998,Wheat,22599.0,46352.0
174490,Soro ,1998,Onion,78.0,155.0
174505,Soro ,1999,Rice,217.0,274.0
174516,Soro ,1999,Wheat,12003.0,17313.0
174521,Soro ,1999,Onion,43.0,51.0
174537,Soro ,2000,Rice,164.0,154.0
174546,Soro ,2000,Wheat,3342.0,7208.0
174552,Soro ,2000,Onion,20.0,22.0
174567,Soro ,2001,Rice,248.0,309.0
174578,Soro ,2001,Wheat,15369.0,42099.0
174583,Soro ,2001,Onion,55.0,220.0
174598,Soro ,2002,Rice,93.0,76.0
174606,Soro ,2002,Wheat,1482.0,3158.0
174614,Soro ,2002,Onion,16.0,38.0
174630,Soro ,2003,Rice,93.0,154.0
174640,Soro ,2003,Wheat,5376.0,15020.0
174648,Soro ,2003,Onion,13.0,12.0
174666,Soro ,2004,Rice,67.0,99.0
174675,Soro ,2004,Wheat,3293.0,9348.0
174681,Soro ,2004,Onion,9.0,23.0
174695,Soro ,2005,Rice,83.0,122.0
174705,Soro ,2005,Wheat,16323.0,45077.0
174710,Soro ,2005,Onion,57.0,144.0
174725,Soro ,2006,Rice,105.0,165.0
174736,Soro ,2006,Wheat,36704.0,116996.0
174741,Soro ,2006,Onion,25.0,84.0
174757,Soro ,2007,Rice,160.0,325.0
174767,Soro ,2007,Wheat,34420.0,107093.0
174773,Soro ,2007,Onion,29.0,90.0
174789,Soro ,2008,Rice,105.0,190.0
174798,Soro ,2008,Wheat,12069.0,26966.0
174804,Soro ,2008,Onion,5.0,13.0
174819,Soro ,2009,Rice,61.0,92.0
174828,Soro ,2009,Wheat,6461.0,16811.0
174834,Soro ,2009,Onion,21.0,60.0
174848,Soro ,2010,Rice,86.0,174.0
174857,Soro ,2010,Wheat,31898.0,104462.0
174862,Soro ,2010,Onion,21.0,63.0
174872,Soro ,1997,Onion,100.0,300.0
174873,Soro ,1997,Rice,200.0,2100.0
174881,Soro ,1997,Wheat,62400.0,170400.0
174891,Soro ,1998,Rice,1579.0,1930.0
174904,Soro ,1998,Wheat,87805.0,197926.0
174908,Soro ,1998,Onion,75.0,221.0
174921,Soro ,1999,Rice,1142.0,1441.0
174932,Soro ,1999,Wheat,75275.0,185096.0
174937,Soro ,1999,Onion,60.0,177.0
174954,Soro ,2000,Rice,216.0,202.0
174965,Soro ,2000,Wheat,66197.0,111612.0
174970,Soro ,2000,Onion,74.0,195.0
174985,Soro ,2001,Rice,355.0,443.0
174996,Soro ,2001,Wheat,62102.0,116887.0
175001,Soro ,2001,Onion,103.0,280.0
175016,Soro ,2002,Rice,17.0,14.0
175027,Soro ,2002,Wheat,54227.0,82843.0
175032,Soro ,2002,Onion,79.0,343.0
175051,Soro ,2003,Rice,158.0,261.0
175061,Soro ,2003,Wheat,60948.0,130252.0
175066,Soro ,2003,Onion,81.0,384.0
175084,Soro ,2004,Rice,143.0,212.0
175094,Soro ,2004,Wheat,44021.0,78218.0
175099,Soro ,2004,Onion,56.0,205.0
175115,Soro ,2005,Rice,210.0,308.0
175125,Soro ,2005,Wheat,44491.0,90111.0
175130,Soro ,2005,Onion,41.0,122.0
175144,Soro ,2006,Rice,27.0,42.0
175153,Soro ,2006,Wheat,42351.0,118521.0
175158,Soro ,2006,Onion,42.0,168.0
175174,Soro ,2007,Rice,49.0,99.0
175185,Soro ,2007,Wheat,45688.0,118179.0
175190,Soro ,2007,Onion,113.0,452.0
175206,Soro ,2008,Rice,64.0,116.0
175216,Soro ,2008,Wheat,53450.0,164400.0
175221,Soro ,2008,Onion,86.0,338.0
175236,Soro ,2009,Rice,103.0,156.0
175246,Soro ,2009,Wheat,61185.0,213165.0
175251,Soro ,2009,Onion,103.0,338.0
175265,Soro ,2010,Rice,646.0,1308.0
175276,Soro ,2010,Wheat,84191.0,291368.0
175281,Soro ,2010,Onion,105.0,406.0
175291,Soro ,1997,Onion,2300.0,18400.0
175296,Soro ,1997,Wheat,82200.0,187000.0
175315,Soro ,1998,Wheat,86568.0,219710.0
175319,Soro ,1998,Onion,2330.0,18427.0
175341,Soro ,1999,Wheat,89379.0,189197.0
175346,Soro ,1999,Onion,3111.0,24301.0
175366,Soro ,2000,Wheat,86767.0,171194.0
175371,Soro ,2000,Onion,3010.0,23480.0
175390,Soro ,2001,Wheat,82086.0,269379.0
175395,Soro ,2001,Onion,3480.0,25589.0
175415,Soro ,2002,Wheat,84627.0,247138.0
175422,Soro ,2002,Onion,3217.0,21120.0
175423,Soro ,2002,Orange,14.0,0.0
175450,Soro ,2003,Wheat,86844.0,229255.0
175457,Soro ,2003,Onion,4254.0,29824.0
175458,Soro ,2003,Orange,7.0,0.0
175486,Soro ,2004,Wheat,86650.0,266724.0
175491,Soro ,2004,Onion,6194.0,47232.0
175510,Soro ,2005,Wheat,84607.0,215361.0
175515,Soro ,2005,Onion,6038.0,46408.0
175534,Soro ,2006,Wheat,84349.0,267674.0
175539,Soro ,2006,Onion,5488.0,54842.0
175561,Soro ,2007,Wheat,85200.0,170924.0
175566,Soro ,2007,Onion,6195.0,61778.0
175587,Soro ,2008,Wheat,85657.0,250455.0
175592,Soro ,2008,Onion,5464.0,86890.0
175613,Soro ,2009,Wheat,90628.0,301181.0
175618,Soro ,2009,Onion,7330.0,22150.0
175639,Soro ,2010,Wheat,100483.0,343783.0
175644,Soro ,2010,Onion,9373.0,165507.0
175656,Soro ,1997,Onion,100.0,100.0
175661,Soro ,1997,Wheat,35800.0,68300.0
175674,Soro ,1998,Rice,11.0,14.0
175686,Soro ,1998,Wheat,30078.0,58798.0
175690,Soro ,1998,Onion,100.0,150.0
175705,Soro ,1999,Rice,8.0,10.0
175714,Soro ,1999,Wheat,18603.0,28780.0
175719,Soro ,1999,Onion,65.0,95.0
175735,Soro ,2000,Rice,7.0,6.0
175745,Soro ,2000,Wheat,15218.0,25630.0
175750,Soro ,2000,Onion,58.0,87.0
175765,Soro ,2001,Rice,7.0,9.0
175775,Soro ,2001,Wheat,22526.0,51029.0
175780,Soro ,2001,Onion,90.0,135.0
175796,Soro ,2002,Rice,3.0,2.0
175805,Soro ,2002,Wheat,10087.0,24429.0
175811,Soro ,2002,Onion,46.0,69.0
175830,Soro ,2003,Rice,6.0,10.0
175840,Soro ,2003,Wheat,26658.0,70468.0
175846,Soro ,2003,Onion,62.0,101.0
175865,Soro ,2004,Rice,1.0,2.0
175875,Soro ,2004,Wheat,16300.0,30254.0
175880,Soro ,2004,Onion,57.0,83.0
175895,Soro ,2005,Rice,1.0,2.0
175904,Soro ,2005,Wheat,27201.0,64336.0
175909,Soro ,2005,Onion,37.0,56.0
175925,Soro ,2006,Rice,7.0,11.0
175935,Soro ,2006,Wheat,46191.0,109237.0
175940,Soro ,2006,Onion,58.0,88.0
175954,Soro ,2007,Rice,3.0,6.0
175964,Soro ,2007,Wheat,39349.0,92695.0
175970,Soro ,2007,Onion,50.0,76.0
175985,Soro ,2008,Rice,3.0,5.0
175994,Soro ,2008,Wheat,24790.0,52778.0
175999,Soro ,2008,Onion,51.0,77.0
176023,Soro ,2009,Wheat,18016.0,44115.0
176028,Soro ,2009,Onion,55.0,83.0
176052,Soro ,2010,Wheat,39045.0,114373.0
176057,Soro ,2010,Onion,33.0,495.0
176065,Soro ,1997,Onion,100.0,500.0
176072,Soro ,1997,Wheat,105500.0,177700.0
176083,Soro ,1998,Rice,33.0,40.0
176095,Soro ,1998,Wheat,111265.0,201716.0
176099,Soro ,1998,Onion,169.0,1038.0
176113,Soro ,1999,Rice,155.0,196.0
176124,Soro ,1999,Wheat,89880.0,114307.0
176129,Soro ,1999,Onion,96.0,643.0
176146,Soro ,2000,Rice,70.0,66.0
176157,Soro ,2000,Wheat,70478.0,108495.0
176162,Soro ,2000,Onion,114.0,846.0
176176,Soro ,2001,Rice,12.0,15.0
176187,Soro ,2001,Wheat,60297.0,123635.0
176192,Soro ,2001,Onion,71.0,502.0
176207,Soro ,2002,Rice,10.0,8.0
176218,Soro ,2002,Wheat,39825.0,80975.0
176225,Soro ,2002,Onion,24.0,186.0
176226,Soro ,2002,Orange,2.0,0.0
176247,Soro ,2003,Rice,5.0,8.0
176258,Soro ,2003,Wheat,47241.0,124621.0
176266,Soro ,2003,Onion,49.0,390.0
176267,Soro ,2003,Orange,3.0,0.0
176288,Soro ,2004,Rice,5.0,8.0
176299,Soro ,2004,Wheat,60615.0,169243.0
176304,Soro ,2004,Onion,78.0,614.0
176319,Soro ,2005,Rice,4.0,6.0
176330,Soro ,2005,Wheat,54647.0,138646.0
176335,Soro ,2005,Onion,39.0,157.0
176361,Soro ,2006,Wheat,63430.0,163346.0
176366,Soro ,2006,Onion,47.0,186.0
176392,Soro ,2007,Wheat,69961.0,175020.0
176397,Soro ,2007,Onion,96.0,379.0
176423,Soro ,2008,Wheat,40643.0,105913.0
176428,Soro ,2008,Onion,31.0,128.0
176442,Soro ,2009,Rice,7.0,11.0
176454,Soro ,2009,Wheat,39926.0,106733.0
176459,Soro ,2009,Onion,63.0,185.0
176475,Soro ,2010,Rice,2.0,4.0
176486,Soro ,2010,Wheat,88632.0,284497.0
176491,Soro ,2010,Onion,86.0,409.0
176500,Soro ,1997,Rice,10200.0,8700.0
176508,Soro ,1997,Wheat,63200.0,155000.0
176519,Soro ,1998,Rice,8444.0,5257.0
176530,Soro ,1998,Wheat,53548.0,123316.0
176535,Soro ,1998,Onion,53.0,170.0
176551,Soro ,1999,Rice,6452.0,2877.0
176562,Soro ,1999,Wheat,32134.0,72816.0
176567,Soro ,1999,Onion,49.0,160.0
176585,Soro ,2000,Rice,5879.0,1663.0
176596,Soro ,2000,Wheat,17488.0,38009.0
176602,Soro ,2000,Onion,21.0,32.0
176620,Soro ,2001,Rice,6272.0,7038.0
176632,Soro ,2001,Wheat,38959.0,97378.0
176637,Soro ,2001,Onion,40.0,82.0
176655,Soro ,2002,Rice,3683.0,880.0
176666,Soro ,2002,Wheat,16935.0,38743.0
176672,Soro ,2002,Onion,13.0,50.0
176692,Soro ,2003,Rice,5141.0,6070.0
176703,Soro ,2003,Wheat,33804.0,82623.0
176710,Soro ,2003,Onion,32.0,59.0
176732,Soro ,2004,Rice,5564.0,4165.0
176743,Soro ,2004,Wheat,48549.0,160395.0
176748,Soro ,2004,Onion,56.0,68.0
176765,Soro ,2005,Rice,5785.0,4477.0
176777,Soro ,2005,Wheat,67990.0,148568.0
176782,Soro ,2005,Onion,47.0,54.0
176799,Soro ,2006,Rice,6175.0,5725.0
176810,Soro ,2006,Wheat,88904.0,217207.0
176815,Soro ,2006,Onion,8.0,13.0
176832,Soro ,2007,Rice,5759.0,4256.0
176845,Soro ,2007,Wheat,79367.0,184713.0
176850,Soro ,2007,Onion,29.0,38.0
176866,Soro ,2008,Rice,3689.0,2013.0
176879,Soro ,2008,Wheat,41115.0,86645.0
176884,Soro ,2008,Onion,17.0,78.0
176900,Soro ,2009,Rice,4253.0,2594.0
176912,Soro ,2009,Wheat,32201.0,75366.0
176917,Soro ,2009,Onion,3.0,43.0
176933,Soro ,2010,Rice,4881.0,5269.0
176944,Soro ,2010,Wheat,55118.0,131966.0
176949,Soro ,2010,Onion,15.0,36.0
176956,Mirab Sooro,1998,Rice,6690.0,9290.0
176963,Mirab Sooro,1998,Wheat,2720.0,2370.0
176967,Mirab Sooro,1999,Rice,6720.0,9950.0
176972,Mirab Sooro,1999,Wheat,2550.0,4310.0
176976,Mirab Sooro,2000,Rice,6030.0,7870.0
176983,Mirab Sooro,2000,Wheat,1490.0,2150.0
176986,Mirab Sooro,2001,Rice,6100.0,8660.0
176992,Mirab Sooro,2001,Wheat,2700.0,3640.0
176996,Mirab Sooro,2002,Rice,6350.0,8720.0
177002,Mirab Sooro,2002,Wheat,2530.0,3310.0
177007,Mirab Sooro,2003,Rice,6300.0,8720.0
177013,Mirab Sooro,2003,Wheat,1950.0,2470.0
177019,Mirab Sooro,2004,Rice,630.0,9570.0
177026,Mirab Sooro,2004,Wheat,1430.0,2280.0
177029,Mirab Sooro,2005,Rice,6300.0,9750.0
177036,Mirab Sooro,2005,Wheat,1430.0,2800.0
177039,Mirab Sooro,2006,Rice,5500.0,8500.0
177046,Mirab Sooro,2006,Wheat,1430.0,2810.0
177049,Mirab Sooro,2007,Rice,5600.0,9240.0
177056,Mirab Sooro,2007,Wheat,1640.0,1640.0
177059,Mirab Sooro,2008,Rice,5350.0,9360.0
177066,Mirab Sooro,2008,Wheat,1250.0,1210.0
177069,Mirab Sooro,2009,Rice,5000.0,8550.0
177076,Mirab Sooro,2009,Wheat,1730.0,1630.0
177079,Mirab Sooro,2010,Rice,4950.0,8672.0
177086,Mirab Sooro,2010,Wheat,1000.0,1180.0
177089,Mirab Sooro,2011,Rice,4940.0,8670.0
177095,Mirab Sooro,2011,Wheat,900.0,1060.0
177098,Mirab Sooro,2012,Rice,4910.0,8770.0
177104,Mirab Sooro,2012,Wheat,160.0,180.0
177107,Mirab Sooro,2013,Rice,4910.0,8840.0
177113,Mirab Sooro,2013,Wheat,150.0,170.0
177116,Mirab Sooro,2014,Rice,4870.0,8790.0
177122,Mirab Sooro,2014,Wheat,150.0,170.0
177125,Mirab Sooro,2015,Rice,4813.0,8751.0
177131,Mirab Sooro,2015,Wheat,143.0,162.0
177133,Mirab Sooro,1998,Rice,1404.0,1917.0
177140,Mirab Sooro,1998,Wheat,1041.0,826.0
177144,Mirab Sooro,1999,Rice,1408.0,2059.0
177149,Mirab Sooro,1999,Wheat,1040.0,1649.0
177152,Mirab Sooro,2000,Rice,1408.0,2059.0
177159,Mirab Sooro,2000,Wheat,1045.0,1300.0
177162,Mirab Sooro,2001,Rice,1360.0,1992.0
177168,Mirab Sooro,2001,Wheat,1050.0,785.0
177171,Mirab Sooro,2002,Rice,1000.0,1350.0
177177,Mirab Sooro,2002,Wheat,1050.0,1050.0
177182,Mirab Sooro,2003,Rice,1000.0,1320.0
177188,Mirab Sooro,2003,Wheat,105.0,106.0
177194,Mirab Sooro,2004,Rice,1000.0,1000.0
177201,Mirab Sooro,2004,Wheat,850.0,900.0
177204,Mirab Sooro,2005,Rice,600.0,1850.0
177211,Mirab Sooro,2005,Wheat,850.0,900.0
177214,Mirab Sooro,2006,Rice,850.0,850.0
177221,Mirab Sooro,2006,Wheat,850.0,900.0
177224,Mirab Sooro,2007,Rice,1000.0,1030.0
177231,Mirab Sooro,2007,Wheat,40.0,40.0
177234,Mirab Sooro,2008,Rice,1000.0,1070.0
177241,Mirab Sooro,2008,Wheat,380.0,320.0
177244,Mirab Sooro,2009,Rice,1000.0,1070.0
177251,Mirab Sooro,2009,Wheat,810.0,980.0
177254,Mirab Sooro,2010,Rice,1000.0,1140.0
